Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
827	:	1596174453.506	    67.533	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML142BEK_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML142BEK_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML142BEK_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML142BEK_ses-1//ls-Lar.stderr
819	:	1596174366.362	   158.977	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ219AKU_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ219AKU_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ219AKU_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ219AKU_ses-1//ls-Lar.stderr
824	:	1596174390.898	   138.151	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK416UUQ_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK416UUQ_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK416UUQ_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK416UUQ_ses-1//ls-Lar.stderr
828	:	1596174505.819	    23.302	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML148UCE_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML148UCE_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML148UCE_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML148UCE_ses-1//ls-Lar.stderr
825	:	1596174426.632	   151.851	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK825WAX_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK825WAX_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK825WAX_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMK825WAX_ses-1//ls-Lar.stderr
823	:	1596174385.970	   233.569	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ849UKD_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ849UKD_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ849UKD_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMJ849UKD_ses-1//ls-Lar.stderr
833	:	1596174529.132	   114.342	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM386PL6_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM386PL6_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM386PL6_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM386PL6_ses-1//ls-Lar.stderr
829	:	1596174519.550	   129.534	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML406ZB8_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML406ZB8_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML406ZB8_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML406ZB8_ses-1//ls-Lar.stderr
831	:	1596174525.347	   124.824	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM137PT6_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM137PT6_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM137PT6_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM137PT6_ses-1//ls-Lar.stderr
834	:	1596174590.243	    60.226	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM782KJK_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM782KJK_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM782KJK_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM782KJK_ses-1//ls-Lar.stderr
835	:	1596174620.768	    35.430	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM878ZR1_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM878ZR1_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM878ZR1_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM878ZR1_ses-1//ls-Lar.stderr
826	:	1596174440.879	   219.488	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML024FF2_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML024FF2_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML024FF2_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARML024FF2_ses-1//ls-Lar.stderr
836	:	1596174643.483	    20.435	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM905VYR_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM905VYR_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM905VYR_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM905VYR_ses-1//ls-Lar.stderr
838	:	1596174650.180	    15.728	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN043YKC_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN043YKC_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN043YKC_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN043YKC_ses-1//ls-Lar.stderr
830	:	1596174521.050	   197.126	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM005DLK_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM005DLK_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM005DLK_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM005DLK_ses-1//ls-Lar.stderr
841	:	1596174660.381	   119.407	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN450PEH_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN450PEH_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN450PEH_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN450PEH_ses-1//ls-Lar.stderr
832	:	1596174529.062	   252.901	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM326JCB_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM326JCB_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM326JCB_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM326JCB_ses-1//ls-Lar.stderr
842	:	1596174664.256	   124.319	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN690FGZ_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN690FGZ_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN690FGZ_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN690FGZ_ses-1//ls-Lar.stderr
843	:	1596174665.917	   154.806	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN695VFH_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN695VFH_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN695VFH_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN695VFH_ses-1//ls-Lar.stderr
847	:	1596174789.391	    47.562	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR242UKQ_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR242UKQ_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR242UKQ_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR242UKQ_ses-1//ls-Lar.stderr
839	:	1596174650.478	   278.719	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN302YAV_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN302YAV_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN302YAV_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN302YAV_ses-1//ls-Lar.stderr
837	:	1596174649.097	   280.926	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM951YEH_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM951YEH_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM951YEH_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMM951YEH_ses-1//ls-Lar.stderr
848	:	1596174835.838	    99.504	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR277TT7_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR277TT7_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR277TT7_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR277TT7_ses-1//ls-Lar.stderr
840	:	1596174656.206	   279.490	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN376BMF_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN376BMF_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN376BMF_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMN376BMF_ses-1//ls-Lar.stderr
845	:	1596174780.607	   166.996	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP977RHZ_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP977RHZ_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP977RHZ_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP977RHZ_ses-1//ls-Lar.stderr
844	:	1596174735.670	   245.250	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP745EAC_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP745EAC_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP745EAC_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMP745EAC_ses-1//ls-Lar.stderr
846	:	1596174788.574	   242.817	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR039JV5_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR039JV5_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR039JV5_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMR039JV5_ses-1//ls-Lar.stderr
850	:	1596174930.022	   138.592	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT461DNB_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT461DNB_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT461DNB_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT461DNB_ses-1//ls-Lar.stderr
849	:	1596174836.965	   267.127	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT064WBB_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT064WBB_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT064WBB_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT064WBB_ses-1//ls-Lar.stderr
857	:	1596175068.626	    49.425	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU269TFY_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU269TFY_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU269TFY_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU269TFY_ses-1//ls-Lar.stderr
856	:	1596175035.674	   132.119	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU161LHN_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU161LHN_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU161LHN_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU161LHN_ses-1//ls-Lar.stderr
854	:	1596174947.616	   251.101	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT882AWE_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT882AWE_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT882AWE_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT882AWE_ses-1//ls-Lar.stderr
852	:	1596174935.350	   274.195	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT732GKM_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT732GKM_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT732GKM_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT732GKM_ses-1//ls-Lar.stderr
853	:	1596174935.705	   275.452	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT784NED_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT784NED_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT784NED_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT784NED_ses-1//ls-Lar.stderr
851	:	1596174930.435	   281.671	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT661WCR_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT661WCR_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT661WCR_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMT661WCR_ses-1//ls-Lar.stderr
858	:	1596175118.051	    97.063	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU488APK_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU488APK_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU488APK_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU488APK_ses-1//ls-Lar.stderr
855	:	1596174999.118	   222.197	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU053YEU_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU053YEU_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU053YEU_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU053YEU_ses-1//ls-Lar.stderr
860	:	1596175174.237	    48.651	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU589LP6_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU589LP6_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU589LP6_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU589LP6_ses-1//ls-Lar.stderr
861	:	1596175199.739	    26.848	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV247HRA_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV247HRA_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV247HRA_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV247HRA_ses-1//ls-Lar.stderr
859	:	1596175138.750	    90.990	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU518TVN_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU518TVN_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU518TVN_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMU518TVN_ses-1//ls-Lar.stderr
864	:	1596175212.115	    89.046	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV410ZFY_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV410ZFY_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV410ZFY_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV410ZFY_ses-1//ls-Lar.stderr
863	:	1596175211.175	   129.197	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV319CAT_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV319CAT_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV319CAT_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV319CAT_ses-1//ls-Lar.stderr
862	:	1596175209.557	   136.771	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV274TAY_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV274TAY_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV274TAY_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV274TAY_ses-1//ls-Lar.stderr
868	:	1596175227.211	   120.197	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV981GZ7_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV981GZ7_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV981GZ7_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV981GZ7_ses-1//ls-Lar.stderr
865	:	1596175215.127	   132.394	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV605LGH_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV605LGH_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV605LGH_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV605LGH_ses-1//ls-Lar.stderr
866	:	1596175221.735	   128.088	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV718DYL_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV718DYL_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV718DYL_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV718DYL_ses-1//ls-Lar.stderr
869	:	1596175247.506	   103.358	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW178UDD_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW178UDD_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW178UDD_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW178UDD_ses-1//ls-Lar.stderr
870	:	1596175302.187	    48.733	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW252AJW_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW252AJW_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW252AJW_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMW252AJW_ses-1//ls-Lar.stderr
874	:	1596175347.934	     3.563	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY254BGN_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY254BGN_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY254BGN_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY254BGN_ses-1//ls-Lar.stderr
867	:	1596175222.893	   138.334	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV822KWR_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV822KWR_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV822KWR_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMV822KWR_ses-1//ls-Lar.stderr
871	:	1596175340.384	    26.553	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMX032AU3_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMX032AU3_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMX032AU3_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMX032AU3_ses-1//ls-Lar.stderr
880	:	1596175366.949	     1.687	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ200GVD_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ200GVD_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ200GVD_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ200GVD_ses-1//ls-Lar.stderr
873	:	1596175347.415	    22.538	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY064EAD_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY064EAD_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY064EAD_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY064EAD_ses-1//ls-Lar.stderr
877	:	1596175350.934	    40.098	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY533CYM_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY533CYM_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY533CYM_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMY533CYM_ses-1//ls-Lar.stderr
881	:	1596175368.646	    28.927	0	0	0	0	mkdir -p data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ366UY8_ses-1/; datalad ls -Lar s3://fcp-indi/data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ366UY8_ses-1/ >data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ366UY8_ses-1//ls-Lar 2>data/Projects/HBN/CPAC_preprocessed_Derivatives/sub-NDARMZ366UY8_ses-1//ls-Lar.stderr
